id,crawling_date,job_title,salary,deadline,views,region,description,requirements,benefits,posted_date,level,profession,skills,field,resume_language,min_yoe,nationality,min_edu_level,gender,desired_age,marital_status,num_of_recruits,working_day,working_hours,location,keywords
343,20240923,Chuyên Viên Cao Cấp Quản Lý Bán - Phòng Quản Lý Bán Hàng - Khối Ngân Hàng Cá Nhân,Thương lượng,Hết hạn trong 17 ngày,396 lượt xem,Hà Nội,"Mô tả công việc
• Xây dựng hệ thống dữ liệu sản phẩm & nhân sự
• Xây dựng các báo cáo sản phẩm và hiệu quả bán cho ĐVKD và CBBH
• Lập và gửi các báo cáo quản lý hiệu suất nhân sự kênh chi nhánh
• Xây dựng các báo cáo phân tích kinh doanh theo yêu cầu từng thời kỳ
• Hỗ trợ xây dựng và truyền thông các chương trình thi đua, chương trình sản phẩm…
• Hỗ trợ, phối kết hợp với phòng đào tạo tổ chức các chương trình đào tạo cho cán bộ bán hàng mảng cá nhân
• Thực hiện các công việc khác theo yêu cầu","Yêu cầu
• Tốt nghiệp Đại học trở lên các chuyên ngành Kinh tế, Tài chính –Ngân hàng
• Có kinh nghiệm tối thiểu 2 năm tại vị trí tương đương thuộc các tổ chức tài chính
• Kĩ năng phân tích, tổng hợp và đánh giá tốt (ưu tiên ứng viên có kỹ năng phân tích dữ liệu tốt)
• Tin học văn phòng tốt, sử dụng tốt Office & các công cụ văn phòng là một lợi thế lớn
• Có kinh nghiệm về sử dụng các công cụ PowerBI, SQL, Qlik…….
• Có khả năng tổng hợp, tư duy logic và xử lý nhanh các vấn đề học thuật/giao tiếp
• Kĩ năng quản lý thời gian và quản lý công việc tốt
• Kĩ năng giao tiếp, đàm phán thuyết phục
• Có tinh thần trách nhiệm, làm việc chăm chỉ, chủ động sáng tạo trong công việc để hoàn thành nhiệm vụ được giao
• Trình độ Tiếng Anh yêu cầu có chứng chỉ Toiec 600 điểm trở lên hoặc chứng chỉ tương đương.

Quyền lợi","[{'Thưởng': 'Lương thỏa thuận theo năng lực Thưởng năm theo chính sách của TPBank'}, {'Chăm sóc sức khoẻ': 'Khám sức khỏe thường niên và hưởng gói bảo hiểm sức khỏe'}, {'Nghỉ phép có lương': 'Nghỉ phép hưởng lương từ 14 ngày/năm'}, {'Đào tạo': 'Có cơ hội tham dự các dự án tiên phong sáng tạo trong lĩnh vực ngân hàng số'}, {'Hoạt động nhóm': 'Được thường xuyên tham gia các hoạt động ngoại khóa & teambuilding'}, {'Khác': 'Môi trường làm việc trẻ trung, năng động với đồng nghiệp là các nhân sự xuất sắc từ nhiều lĩnh vực đa dạng'}]",10/09/2024,Nhân viên,Ngân Hàng & Dịch Vụ Tài Chính > Phân Tích & Báo Cáo Tài Chính,"Giao tiếp, PowerBI, PowerBI, Tổng Hợp Phân Tích, Tư Duy Logics, Xây Dựng Báo Cáo",Ngân hàng,Bất kỳ,5,Không hiển thị,Cử nhân,Không hiển thị,25-35,Không hiển thị,1,,,"Hà Nội, Việt Nam","['Ngân Hàng & Dịch Vụ Tài Chính', 'Phân Tích & Báo Cáo Tài Chính', 'Ngân hàng', 'Giao tiếp', 'PowerBI', 'PowerBI', 'Tổng Hợp Phân Tích', 'Tư Duy Logics', 'Xây Dựng Báo Cáo', 'Ngân hàng TMCP Tiên Phong (TPBank)', 'Hà Nội']"
344,20240923,Senior Physical Design Engineer,Thương lượng,Hết hạn trong 10 ngày,2323 lượt xem,Hồ Chí Minh,"• Performs physical design implementation of custom IP and SoC designs from RTL to GDS to create a design database that is ready for manufacturing.
• Conducts all aspects of the physical design flow including synthesis, place and route, clock tree synthesis, floor planning, static timing analysis, power/clock distribution, reliability, and power and noise analysis.
• Conducts verification and signoff including formal equivalence verification, static timing analysis, reliability verification, static and dynamic power integrity, layout verification, electrical rule checking, and structural design checking.
• Analyzes results and makes recommendations to fix violations for current and future product architecture.
• Possesses expertise in various aspects of structural and physical design, including physical clock design, timing closure, coverage analysis, multiple power domain analysis, placing, routing, synthesis, and DFT using industry standard EDA tools.
• Optimizes design to improve product level parameters such as power, frequency, and area. Participates in the development and improvement of physical design methodologies and flow automation.","Bachelor or master's degree in Electronics Engineering/Telecommunications, Computer Engineering, Computer science, Physics electronics, or equivalent with 5 years plus of relevant working experience.
In depth exposure to VLSI structural physical design methodology flows and relevant EDA tools.
Proficient in scripting languages such as UNIX Perl TCL and knowledge of hardware description languages of VHDL Verilog
Proven track record of results and execution in a tight schedule environment.
Good verbal and written English skills.
Strong analytical, problem solving and decision-making skills with the ability to independently draw conclusions.","[{'Thưởng': 'Competitive Compensation & Benefit (13th month salary, attractive bonuses,..)'}, {'Chăm sóc sức khoẻ': 'Premium Health Care Package for you and your family'}, {'Đào tạo': 'Attractive Training Programs & Exciting team activities'}]",29/08/2024,Nhân viên,Công Nghệ Thông Tin/Viễn Thông > Phần Cứng Máy Tính,"Physical Design, Floorplan, Physical Synthesis",Điện/Điện tử,Tiếng Anh,4,Không hiển thị,Cử nhân,Không hiển thị,Không hiển thị,Không hiển thị,Không hiển thị,,,"Lot I2, D1 Street, Hi-Tech Park, Tan Phu Ward, Thu Duc City","['Công Nghệ Thông Tin/Viễn Thông', 'Phần Cứng Máy Tính', 'Điện/Điện tử', 'Physical Design', 'Floorplan', 'Physical Synthesis', 'Intel Products Vietnam', 'Hồ Chí Minh']"
345,20240923,Senior HR Business Partner,Thương lượng,Hết hạn trong 11 ngày,1594 lượt xem,Hà Nội,"ABOUT US
At Ford Motor Company, we believe freedom of movement drives human progress. With our incredible plans for the future of mobility, we have a wide variety of opportunities for you to accelerate your career and help us define tomorrow’s transportation.
Description for Internal Candidates:
The Senior Specialist, HR Business Partner, working without any appreciable supervision, is responsible for delivering special projects and onboarding new employees while partnering with the other HR functions. The role ensures compliance with HR processes, provides support in employee relations and recruitment, and makes decisions based on policies and procedures. Additionally, the role facilitates change management, conducts new hire orientation, and contributes to the development of retention strategies for key talent. The role advises leaders and consults with teams on various employment and management-related issues.
Responsibilities for Internal Candidates:
• Assists departmental heads and business leaders to take decisions that are strategic in nature and tend to relate to business strategy, financial performance, or effective resource utilization.
• Counsels and guides team members of the larger human resources team on matters pertaining to employee relations, recruitment, onboarding, benefits, leaves, performance management, company policies, training, and legal requirements.
• Designs new hire orientation programs and ensures the completion of all new hire documentation in compliance with company standards and government regulations. Designs standard operating procedures, participates in exit interviews for employees leaving the organization and advises line management of the outcome.
• Ensures that all activities related to the HR function comply with department and organizational policies, legal requirements, relevant labor laws, and the Employment Act.
• Facilitates discussions with regional and/or functional areas relative to changes and updates on HR-related programs, policies, and benefit programs. Leads employee wellness and recreation activities such as group health checks, celebrations, and annual company events.
• Designs templates and guides specialists and associates for the maintenance of records and compilation of statistical reports concerning personnel-related data such as new hires, transfers, performance appraisals, and absenteeism rates.
• Collaborates with the employee relations team and departmental managers for the resolution of employee relations issues. Leads data preparation and analysis for monthly and quarterly corporate HR dashboard reports.
• Guides the delivery of special projects involving the development of innovative solutions and processes to deal with complex problems in the domains of employee engagement and culture, reducing turnover, managing attrition, performance management, etc., consistent with business objectives and long-term strategy.
• Serves as a consultant and external spokesperson on change management, organization development, employee engagement, and workforce planning. Demonstrates expertise in HR Business Partner function and related concepts.
• Coaches and guides senior leaders on matters related to employee morale, retention, engagement, and performance.","Education:
• Bachelor’s Degree or Master’s Degree (preferred) in Human Resources, Organizational Development, or any other related discipline or commensurate work experience.
Experience:
• Minimum 5 years of work experience with a Master’s degree or 8 years of work experience with a Bachelor’s degree, preferably in Human Resources or a related field.
Licenses and Certifications:
• Certified Human Resource Professional (CHRP) (Preferred)
• Senior Professional in Human Resources (PHR) (Preferred)
Work Requirements:
• Involves occasional (defined as one-third or less of the time) lifting of no more than 10 pounds at a time. Work is performed primarily in a seated position and entails no significant stooping, standing, climbing, walking, etc. Many sedentary jobs require good use of the hands and fingers for repetitive hand-finger actions. Working conditions occur within low to moderate noise levels related to the use of standard office or classroom equipment.
This description outlines the general nature and scope of work typically performed in this job. It is not intended to be an exhaustive list of all duties, responsibilities, knowledge, skills, work requirements, etc. It may vary slightly based on business or geographic needs and is subject to being reviewed and updated periodically","[{'Thưởng': 'Fixed 13th month salary and annual incentive bonus'}, {'Điện thoại': 'Mobile allowance'}, {'Xe đưa đón': 'Job car for business and family usage'}]",30/08/2024,Nhân viên,Nhân Sự/Tuyển Dụng > Tuyển Dụng,"English, Human Resources (HR), organizational development, Nhân Sự, HRBP",Ô tô,Bất kỳ,5,Không giới hạn,Cử nhân,Bất kỳ,28-45,Bất kỳ,1,,,"Human Resources Department - Ford Vietnam Limited, 6th floor, 23 Phan Chu Trinh, Hanoi","['Nhân Sự/Tuyển Dụng', 'Tuyển Dụng', 'Ô tô', 'English', 'Human Resources (HR)', 'organizational development', 'Nhân Sự', 'HRBP', 'FORD Vietnam Limited', 'Hà Nội']"
346,20240923,SMT Engineer,Thương lượng,Hết hạn trong 10 ngày,2478 lượt xem,Bắc Ninh,"1. Good engineering skills related to the SMT technology.
2. Understand the SMT module for each process/machine.
3. Setup machine parameters to create the recipe, programming screen printer, SPI, mounter, reflow, AOI, flux cleaning.
4. Experience in mounter for creating recipes with ASM machine.
5. Good in AOI for creating recipes with Parmi/Petron machine.
6. Setup new machine and DOE process condition
7. Make report for machine/line buy-off evaluation items.
8. Quality and yield improvement, troubleshooting
9. Failure analysis in the process to make corrective action","1.Educational background:
• Bachelor’s degree or higher in engineering
2. Experiences:
• More than 5 years of experience
• Familiar with the relative basic production procedure failure
• Experience with the stabilizing process of assembly, etc.
3. Skills:","[{'Thưởng': 'KPI bonus and 13th Salary bonus'}, {'Máy tính xách tay': 'Laptop'}, {'Xe đưa đón': 'Shuttle bus'}]",29/08/2024,Nhân viên,Khoa Học & Kỹ Thuật > Kỹ Thuật Điện/Điện Tử,"Process Engineer, Semiconductor Packaging, SMT Production, Điện Tử",Sản xuất,Tiếng Anh,4,Không hiển thị,Cử nhân,Không hiển thị,Không hiển thị,Không hiển thị,Không hiển thị,,,"Yen Phong II-C IP, Dong Tien Commune, Yen Phong District, Bac Ninh","['Khoa Học & Kỹ Thuật', 'Kỹ Thuật Điện/Điện Tử', 'Sản xuất', 'Process Engineer', 'Semiconductor Packaging', 'SMT Production', 'Điện Tử', 'Amkor Technology Vietnam Llc.,', 'Bắc Ninh']"
347,20240923,CVC/CVCC Rủi Ro Hoạt Động – CNTT,Từ 800 ₫/tháng,Hết hạn trong 17 ngày,279 lượt xem,Hà Nội,"MÔ TẢ CÔNG VIỆC:
• Soạn thảo, đề xuất điều chỉnh quy định, quy trình về quản lý rủi ro CNTT tại NCB để công tác QLRR CNTT được thực hiện đầy đủ, kịp thời và đảm bảo cập nhật đáp ứng tuân thủ theo các văn bản quản lý của NHNN và Pháp luật.
• Giám sát thực hiện các nguyên tắc quản trị rủi ro CNTT theo các quy định tại các văn bản hiện hành về Quản trị rủi ro CNTT của NCB và các chuẩn mực Quản trị rủi ro CNTT;
• Tham gia xây dựng các công cụ nhận diện, đánh giá, đo lường, giám sát và báo cáo liên quan đến rủi ro CNTT (RCSA, KRI, LDC).
• Rà soát các quy định, quy trình của Khối CNTT soạn thảo và các quy định, quy trình có liên quan đến CNTT.
• Rà soát tính bảo mật của các hệ thống/ứng dụng bảo mật an toàn thông tin trên mạng, các giao dịch thanh toán, hệ thống theo dõi an toàn bảo mật, hệ thống DLP do khối CNTT thực hiện.
• Thực hiện các chuyên đề nhận diện, đánh giá độc lập rủi ro của các hệ thống CNTT và cho ý kiến với các báo cáo tự đánh giá rủi ro hệ thống do Khối Công nghệ, người dùng thực hiện;
• Quản lý danh mục rủi ro công nghệ thông tin của ngân hàng, đề xuất các giải pháp giảm thiểu, kiểm soát rủi ro phù hợp. Phối hợp với Khối Công nghệ xử lý các rủi ro trọng yếu;
• Thực hiện các báo cáo về QLRR CNTT theo quy định.
• Tham gia các dự án rủi ro hệ thống thông tin theo yêu cầu. Đánh giá rủi ro CNTT khi triển khai sản phẩm/dịch vụ CNTT mới (NPA).
• Xây dựng và phát triển các ứng dụng công nghệ thông tin trong quản lý rủi ro; Đề xuất các công cụ và phương pháp mới trong công tác quản lý rủi ro.","YÊU CẦU
• Tốt nghiệp đại học trở lên chuyên ngành Công nghệ thông tin, An toàn bảo mật hoặc các chuyên ngành có liên quan;","[{'Nghỉ phép có lương': 'Nghỉ phép năm'}, {'Đào tạo': 'Đào tạo chuyên sâu về nghiệp vụ và kỹ năng'}, {'Giải thưởng': 'Lộ trình thăng tiến rõ ràng. CBNV được tạo điều kiện phát triển thế mạnh cá nhân'}]",10/09/2024,Nhân viên,Công Nghệ Thông Tin/Viễn Thông > Bảo Mật Công Nghệ Thông Tin,"An Ninh Thông Tin, Công nghệ thông tin, Quản Trị Rủi Ro Hoạt Động, QC, Bảo Mật Hệ Thống",Ngân hàng,Tiếng Việt,2,Không hiển thị,Cử nhân,Không hiển thị,Không hiển thị,Không hiển thị,Không hiển thị,,,"Hà Nội, Việt Nam","['Công Nghệ Thông Tin/Viễn Thông', 'Bảo Mật Công Nghệ Thông Tin', 'Ngân hàng', 'An Ninh Thông Tin', 'Công nghệ thông tin', 'Quản Trị Rủi Ro Hoạt Động', 'QC', 'Bảo Mật Hệ Thống', 'Ngân Hàng TMCP Quốc Dân ( NCB )', 'Hà Nội']"
348,20240923,[HCM] Kiểm Soát Viên Hỗ Trợ Tín Dụng,"$ 1,000-2,000 /tháng",Hết hạn trong 23 ngày,1082 lượt xem,Hồ Chí Minh,"Mô tả công việc:
• Kiểm soát soạn thảo hợp đồng/văn bản thỏa thuận liên quan đến tín dụng: vay, bảo lãnh, L/C và mua/bán trái phiếu doanh nghiệp của Khách Hàng Doanh Nghiệp Lớn.
• Kiểm soát và phê duyệt giải ngân, bảo lãnh, L/C và mua/bán trái phiếu doanh nghiệp và các nghiệp khác liên quan đến nghiệp vụ của Hỗ Trợ Tín Dụng
• Kiểm soát trước, trong và sau khi giải ngân liên quan đến nghiệp vụ của Hỗ Trợ Tín Dụng
• Hướng dẫn, đào tạo nhân viên
• Thực hiện kiểm soát các công việc khác theo sự phân công của Trưởng Phòng","Yêu cầu
• Tốt nghiệp Đại học trở lên chuyên ngành Kinh tế, Tài chính ngân hàng, Kế toán kiểm toán, Quản trị kinh doanh, Kinh tế đối ngoại… hoặc Luật
• 03 - 04 năm kinh nghiệm trở lên trong lĩnh vực Tài chính ngân hàng liên quan đến tín dụng Khách Hàng Doanh Nghiệp. Ưu tiên ứng viên đang làm việc tại các ngân hàng/tổ chức tín dụng có quy mô và trình độ phát triển tương đương hoặc hơn TPBank
• Kiến thức về hạch toán kế toán; Tài trợ TM; luật liên quan đến tín dụng
• Có kiến thức về Quản trị rủi ro.
• Chính trực, đáng tin cậy, tự tin, điềm tĩnh
• Kỹ năng làm việc nhóm tốt; Kỹ năng trau dồi bản thân tốt; Kỹ năng đọc, phân tích và tổng hợp tài liệu tốt; Kỹ năng quản lý thời gian tốt; Tỷ mỉ, cẩn thận và trách nhiệm","[{'Thưởng': 'Mức lương cạnh tranh'}, {'Giải thưởng': 'Cơ hội thăng tiến, đào tạo'}, {'Khác': 'Môi trường làm việc chuyên nghiệp'}]",16/09/2024,Nhân viên,Ngân Hàng & Dịch Vụ Tài Chính > Tín Dụng,"Tín Dụng Doanh Nghiệp, Hạch toán kế toán, Tổng Hợp Phân Tích, Kiểm Soát Hợp Đồng, Nghiệp Vụ Tín Dụng",Ngân hàng,Bất kỳ,3,Không hiển thị,Cử nhân,Không hiển thị,Không hiển thị,Không hiển thị,Không hiển thị,,,"Hồ Chí Minh, Việt Nam","['Ngân Hàng & Dịch Vụ Tài Chính', 'Tín Dụng', 'Ngân hàng', 'Tín Dụng Doanh Nghiệp', 'Hạch toán kế toán', 'Tổng Hợp Phân Tích', 'Kiểm Soát Hợp Đồng', 'Nghiệp Vụ Tín Dụng', 'Ngân Hàng TMCP Tiên Phong (Tpbank)', 'Hồ Chí Minh']"
349,20240923,IE Assistant Manager– Có Xe Đưa Đón Từ Nội Thành (Urgent),Thương lượng,Hết hạn trong 7 ngày,1128 lượt xem,Hà Nội,"Job Purpose
Manage Industrial Engineering Department to provide Innovative solutions for all businesses and areas in the factory toward Manufacturing Excellence/Lean Manufacturing & Continuous improvement culture to create & obtain any opportunities for breakthrough improvements in relation to Production Productivity, Quality and Cost effectiveness

Key Roles and Responsibilities (Key Accountabilities)
1. Lead Industrial Engineering Department activities to maximize Man, Machine, Material, Method & Management to deliver Products & Services to Customer in a right time, quality & cost
2. Build standards for highly effective People, Process & Performance
3. Establish attractive incentive schemes to motivate people (Managers -> Workers) to be more productive “The higher the performance, The greater the reward”.
4. Create new phase of “Lean & Green Manufacturing” practice & mindset
5. Lead cross-functional continuous improvement project teams achieving result
6. Maintain systems and processes to all ISO regulations
7. Initiate necessary studies, researches & comparisons for appropriate proposal in terms of new machinery, equipment, methodology, system & technology","Education & Qualification Requirements
• Industrial Engineering, Industrial Management or Technical Engineer Bachelor / Master / Doctor degree
• Experience of implementing Lean Manufacturing and continuous improvement project
• Fluent in English & good presentation skills (speaking & writing)
• At least 3-year experience in Industrial Engineering, LEAN & continuous improvement
• At least 3-year experience for same Manager position
• Computer literate (Microsoft Offices, Outlook, Drawing, Project management and PowerPoint)

Benefits
- Shuttle to the workplace (if in Hanoi or the factory from 10 km or more)
- Other policies under the Labor Code of Vietnam (social insurance, unemployment insurance)
- Friendly, motivated and dynamic working environment.
- Attractive salary
- Good career path development.","[{'Thưởng': 'Lương tháng 13, thưởng Tết'}, {'Nghỉ phép có lương': '14 ngày nghỉ phép có lương'}, {'Xe đưa đón': 'Xe đưa đón từ nội thành Hà Nội'}]",26/08/2024,Nhân viên,Sản Xuất > Phân Tích Sản Xuất,"Industrial Engineering, 5M Analysis, Lean Manufacturing, Continuous Improvement, English",Sản xuất,Tiếng Anh,3,Không hiển thị,Không giới hạn,Không hiển thị,Không hiển thị,Không hiển thị,Không hiển thị,,,"Lot CN-B4, Phu Nghia Industrial Zone, Chuong My district, Ha Noi","['Sản Xuất', 'Phân Tích Sản Xuất', 'Sản xuất', 'Industrial Engineering', '5M Analysis', 'Lean Manufacturing', 'Continuous Improvement', 'English', 'Star Fashion Company LTD.', 'Hà Nội']"
350,20240923,Nhân Viên Chăm Sóc Khách Hàng [ Hợp Đồng 6 Tháng Đi Làm Ngay ],Thương lượng,Hết hạn trong 7 ngày,4943 lượt xem,Hồ Chí Minh,"A. Xử lý các thắc mắc, khiếu nại của khách hàng
- Tiếp nhận mọi yêu cầu/thắc mắc của khách hàng liên quan đến sản phẩm/dịch vụ công ty qua điện thoại hoặc email với thái độ thân thiện, chân thành
- Cung cấp thông tin chính xác tới các bộ phận phù hợp để xử lý khiếu nại đó trong thời gian quy định
- Theo dõi để đảm bảo khiếu nại đã được xử lý triệt để.
- Theo dõi và liên tục cập nhật các chính sách về sản phẩm/dịch vụ của công ty để có thể cung cấp thông tin chính xác tới khách hàng.
- Thực hiện khảo sát khách hàng về chất lượng sản phẩm và dịch vụ, ghi nhận phản hồi giúp cải thiện sản phẩm, dịch vụ
- Lập báo cáo trình cấp trên về khảo sát khách hàng, độ thỏa mãn với sản phẩm
- Đề xuất những cải tiến, những giải pháp mới nhằm nâng cao chất lượng chăm sóc khách hàng

B. Chăm sóc khách hàng tiềm năng qua điện thoại
- Tiếp cận nguồn khách hàng tiềm năng với những hỗ trợ & chăm sóc chu đáo, nhằm xây dựng mối quan hệ tốt đẹp với khách hàng
- Nắm được tâm lý khách hàng để có thể giới thiệu với khách những sản phẩm và dịch vụ mà họ đang quan tâm.
- Gợi mở khách hàng tới nhu cầu sử dụng sản phẩm
- Cung cấp hỗ trợ và dịch vụ chu đáo để khách hàng an tâm tự tin đặt hàng
- Đảm bảo hiệu suất làm việc theo số lượng cuộc gọi cũng như mục tiêu doanh số đã được ấn định.

C. Xử lý hợp đồng khách hàng
- Tiếp nhận và xử lý các yêu cầu, thắc mắc của khách hàng liên quan tới hợp đồng, hoa hồng … với công ty.
- Kiểm tra, rà soát để đảm bảo các thông tin hợp đồng là đầy đủ, chính xác và hợp pháp.
- Hỗ trợ hướng dẫn khách hàng, kiểm tra và xác nhận hoặc hủy xác nhận các trường hợp yêu cầu thay đổi nội dung hợp đồng.
- Lập danh sách, theo dõi việc chuyển trả hoa hồng cho khách hàng. Đảm bảo khách hàng nhận được hoa hồng đúng hạn, đúng số lượng.
- Hướng dẫn khách hàng mới hoàn thành các bước đăng ký cơ bản để hoàn thiện hồ sơ cũng như bắt đầu mua bán hàng hóa được thuận lợi.","* Những yêu cầu khác:
- Kĩ năng xử lý vấn đề nhanh nhạy
- Có kinh nghiệm xử lý việc chăm sóc cũng như bán hàng qua điện thoại
- Kinh nghiệm giao tiếp, kĩ năng giao tiếp tốt
- Thái độ làm việc chăm chỉ, chuyên nghiệp
- Thành thạo vi tính văn phòng
- Có bằng đại học hoặc cao đẳng
- Biết sắp xếp công việc và quản lý hiệu suất làm việc

* Quyền lợi:
- Mức lương: từ 9-10tr net
- Địa điểm làm việc: Quận 1, HCM","[{'Thưởng': 'Monthly KPI bonus'}, {'Chăm sóc sức khoẻ': '24/24 health care insurance;'}, {'Máy tính xách tay': 'Internal & External training'}]",26/08/2024,Nhân viên,Dịch Vụ Khách Hàng > Dịch Vụ Khách Hàng,"Chăm Sóc Khách Hàng, Giao Tiếp, Xử Lý Khiếu Nại, Tin Học Văn Phòng, Lập Báo Cáo",Dịch vụ Y tế/Chăm sóc sức khỏe,Bất kỳ,3,Không hiển thị,Cao đẳng,Không hiển thị,Không hiển thị,Không hiển thị,Không hiển thị,,,"Tầng 3, số 29 Nguyễn Khắc Nhu, Phường Cô Giang, Q.1, TPHCM","['Dịch Vụ Khách Hàng', 'Dịch Vụ Khách Hàng', 'Dịch vụ Y tế/Chăm sóc sức khỏe', 'Chăm Sóc Khách Hàng', 'Giao Tiếp', 'Xử Lý Khiếu Nại', 'Tin Học Văn Phòng', 'Lập Báo Cáo', 'Công Ty TNHH Siberian Health Quốc Tế', 'Hồ Chí Minh']"
351,20240923,Chuyên Viên Chính / Chuyên Viên Cao Cấp Tái Thẩm Định Khách Hàng Doanh Nghiệp Lớn - Khối Tín Dụng,Thương lượng,Hết hạn trong 10 ngày,1151 lượt xem,"Hồ Chí Minh, Hà Nội","*** Mô tả công việc
• Tái thẩm định các khoản tín dụng đơn giản vượt mức phán quyết của Giám đốc Chi nhánh (theo quy định trong từng thời kỳ) hoặc yêu cầu của các cấp lãnh đạo, đề xuất ý kiến độc lập và trình Cấp phê duyệt tín dụng xem xét phê duyệt
• Phê duyệt điểm xếp hạng tín dụng nội bộ, phục vụ công tác xét duyệt tín dụng
• Hỗ trợ thực địa khách hàng theo phân công của lãnh đạo
• Lưu trữ hồ sơ tín dụng
• Quản lý thông tin hồ sơ tín dụng, thực hiện báo cáo theo yêu cầu
• Kiểm tra danh mục hồ sơ tín dụng bắt buộc khi nhận được đề xuất cấp tín dụng
• Thực hiện các công việc khác theo phân công của lãnh đạo","*** Yêu cầu
• Tốt nghiệp đại học chuyên ngành Ngân hàng, Tài chính, Kế toán , Kinh tế hoặc các ngành thương mại có liên quan
• Có tối thiểu 3 - 5 năm kinh nghiệm làm tín dụng KHDN/KHDN lớn
• Ưu tiên có kinh nghiệm làm tái thẩm định, đặc biệt TTĐ KHDNL, ưu tiên có kinh nghiệm tại các NH top 15
• Hiểu biết về các quy định pháp luật về hoạt động tín dụng
• Nắm vững qui trình tái thẩm định
• Hiểu biết về sản phẩm, dịch vụ có liên quan, và những rủi ro kèm theo
• Hiểu biết sâu về hê thống xử lý, thẩm định, và lưu trữ
• Kỹ năng phân tích các con số tốt
• Kỹ năng điều tra, xem xét khá
• Kỹ năng viết báo cáo tốt
• Kỹ năng giao tiếp và tương tác với đồng nghiệp tốt","[{'Thưởng': 'Mức lương cạnh tranh'}, {'Giải thưởng': 'Cơ hội thăng tiến, đào tạo'}, {'Khác': 'Môi trường làm việc chuyên nghiệp'}]",29/08/2024,Nhân viên,Ngân Hàng & Dịch Vụ Tài Chính > Tín Dụng,"Tài Chính, Tín Dụng Cá Nhân, Tài Chính Kế Toán, Quan Hệ Khách Hàng Cá Nhân, Thẩm Định",Ngân hàng,Bất kỳ,3,Không hiển thị,Cử nhân,Không hiển thị,Không hiển thị,Không hiển thị,Không hiển thị,,,"Hồ Chí Minh, Việt Nam","['Ngân Hàng & Dịch Vụ Tài Chính', 'Tín Dụng', 'Ngân hàng', 'Tài Chính', 'Tín Dụng Cá Nhân', 'Tài Chính Kế Toán', 'Quan Hệ Khách Hàng Cá Nhân', 'Thẩm Định', 'Ngân Hàng TMCP Tiên Phong (Tpbank)', 'Hồ Chí Minh', 'Hà Nội']"
352,20240923,Senior Legal Officer,Thương lượng,Hết hạn trong 11 ngày,1280 lượt xem,Hà Nội,"ABOUT US
At Ford Motor Company, we believe freedom of movement drives human progress. With our incredible plans for the future of mobility, we have a wide variety of opportunities for you to accelerate your career and help us define tomorrow’s transportation.
DETAILED ACTIVITIES:
1. Legal tasks:
• Proactively study, tracking and monitor the existing and new laws/ regulations and developing regulations, conduct analysis and provide insightful recommendations to assure the company's compliance with applicable laws/regulations.
• Understand about the company business to conduct legal reviews and provide the legal advice to support all functions in the company and the business initiatives.
• Reviewing and participating in the negotiation of purchase and sales contracts, distribution, commercial and agency contracts etc;
• Review marketing program to ensure the limit of any legal and practical risk;
• Review and do the regular assessment on the legal impact or legal compliance of all ongoing program and business activities and/or any new program, projects launch by the Company.
• Prepare and review the official internal decisions and legal responses issued by the Company.
• Manage the various company licenses, including the application, revision, renewal, and annual audit, etc.
• Preparation of dossiers for updating the internal certificates of the Company including Investment Registration Certificate, Enterprise Registration Certificate, Certificate of Eligibility for automobile production and assembly and Certificate of Import and export;
• Guiding the Dealers on the required business licenses for any program launch;
• Preparation English-to-Vietnamese translation and vice versa as per business’s request.
• Coordinate with HR Department to manage business ethics & conflict interest, integrity, ensure the compliance of the Company with the labour law and regulations.
• Provide legal support for disputes arising from contract implementation, customer, dealer, supplier’s complaint. Manage lawsuits and arbitrations arising during business operations, including product liability, labor dispute and various legal issues.
• Follow up on legal issues and proactively study the regulations and make recommendations for improvement.
• Supporting the intellectual property protection, manage on the renewal and newly signed agreement, documents POA related to intellectual property.",,"[{'Thưởng': 'Fixed 13th month salary and annual incentive bonus'}, {'Điện thoại': 'Mobile allowance'}, {'Xe đưa đón': 'Job car for business and family usage'}]",30/08/2024,Nhân viên,Pháp Lý > Tư Vấn Pháp Lý,"Legal, Government affair, Law Firms, Automotive Business, Good at English for work",Ô tô,Bất kỳ,5,Không giới hạn,Cử nhân,Bất kỳ,28-45,Bất kỳ,1,,,"Human Resources Department - Ford Vietnam Limited, 6th floor, 23 Phan Chu Trinh, Hanoi","['Pháp Lý', 'Tư Vấn Pháp Lý', 'Ô tô', 'Legal', 'Government affair', 'Law Firms', 'Automotive Business', 'Good at English for work', 'FORD Vietnam Limited', 'Hà Nội']"
